1140,69115.0078
1139.9,69170.0078
1139.8,69320.0078
1139.7,68860.0078
1139.6,68415.0078
1139.5,68405.0078
1139.4,68395.0078
1139.3,69045.0078
1139.2,68915.0078
1139.1,67760.0078
1139,68810.0078
1138.9,68655.0078
1138.8,68275.0078
1138.7,68935.0078
1138.6,67325.0078
1138.5,68055.0078
1138.4,68590.0078
1138.3,67760.0078
1138.2,68095.0078
1138.1,67600.0078
1138,68705.0078
1137.9,66975.0078
1137.8,67675.0078
1137.7,67605.0078
1137.6,67805.0078
1137.5,66505.0078
1137.4,67320.0078
1137.3,68135.0078
1137.2,66735.0078
1137.1,68015.0078
1137,66080.0078
1136.9,67445.0078
1136.8,66595.0078
1136.7,66875.0078
1136.6,66375.0078
1136.5,67015.0078
1136.4,66885.0078
1136.3,65990.0078
1136.2,67240.0078
1136.1,65950.0078
1136,65555.0078
1135.9,66790.0078
1135.8,65410.0039
1135.7,67220.0078
1135.6,65800.0078
1135.5,65395.0039
1135.4,64805.0039
1135.3,66050.0078
1135.2,64565.0039
1135.1,64100.0039
1135,65895.0078
1134.9,64125.0039
1134.8,64770.0039
1134.7,63545.0039
1134.6,64670.0039
1134.5,64690.0039
1134.4,64855.0039
1134.3,64060.0039
1134.2,64420.0039
1134.1,63770.0039
1134,63475.0039
1133.9,64075.0039
1133.8,63995.0039
1133.7,63030.0039
1133.6,63760.0039
1133.5,63540.0039
1133.4,63195.0039
1133.3,62885.0039
1133.2,63875.0039
1133.1,63615.0039
1133,63695.0039
1132.9,63190.0039
1132.8,62740.0039
1132.7,63015.0039
1132.6,62170.0039
1132.5,62145.0039
1132.4,61685.0039
1132.3,61495.0039
1132.2,62135.0039
1132.1,60775.0039
1132,61775.0039
1131.9,62740.0039
1131.8,60845.0039
1131.7,60945.0039
1131.6,60805.0039
1131.5,60315.0039
1131.4,61000.0039
1131.3,61030.0039
1131.2,60280.0039
1131.1,59950.0039
1131,60605.0039
1130.9,59515.0039
1130.8,59330.0039
1130.7,59900.0039
1130.6,59345.0039
1130.5,59695.0039
1130.4,58585.0039
1130.3,60210.0039
1130.2,57850.0039
1130.1,57630.0039
1130,58130.0039
1129.9,58280.0039
1129.8,56985.0039
1129.7,55885.0039
1129.6,56005.0039
1129.5,56115.0039
1129.4,56065.0039
1129.3,56670.0039
1129.2,56570.0039
1129.1,56545.0039
1129,55790.0039
1128.9,55910.0039
1128.8,56260.0039
1128.7,55650.0039
1128.6,55460.0039
1128.5,54010.0039
1128.4,54785.0039
1128.3,53900.0039
1128.2,54275.0039
1128.1,54410.0039
1128,53920.0039
1127.9,53890.0039
1127.8,53745.0039
1127.7,53510.0039
1127.6,52985.0039
1127.5,53055.0039
1127.4,53310.0039
1127.3,53180.0039
1127.2,52655.0039
1127.1,53475.0039
1127,51775.0039
1126.9,51930.0039
1126.8,51995.0039
1126.7,51455.0039
1126.6,52310.0039
1126.5,50710.0039
1126.4,50965.0039
1126.3,50895.0039
1126.2,50745.0039
1126.1,50570.0039
1126,51065.0039
1125.9,51115.0039
1125.8,50435.0039
1125.7,50115.0039
1125.6,49950.0039
1125.5,50260.0039
1125.4,49950.0039
1125.3,49530.0039
1125.2,48160.0039
1125.1,48910.0039
1125,48465.0039
1124.9,49915.0039
1124.8,48565.0039
1124.7,49805.0039
1124.6,49215.0039
1124.5,49360.0039
1124.4,49260.0039
1124.3,48685.0039
1124.2,48210.0039
1124.1,49750.0039
1124,49110.0039
1123.9,48095.0039
1123.8,48510.0039
1123.7,48655.0039
1123.6,48095.0039
1123.5,47955.0039
1123.4,48680.0039
1123.3,47980.0039
1123.2,48825.0039
1123.1,48025.0039
1123,47125.0039
1122.9,48565.0039
1122.8,47560.0039
1122.7,48900.0039
1122.6,48220.0039
1122.5,48645.0039
1122.4,48260.0039
1122.3,49525.0039
1122.2,48520.0039
1122.1,49815.0039
1122,50140.0039
1121.9,50315.0039
1121.8,50025.0039
1121.7,49530.0039
1121.6,50285.0039
1121.5,51910.0039
1121.4,50620.0039
1121.3,52410.0039
1121.2,51705.0039
1121.1,53320.0039
1121,52605.0039
1120.9,52385.0039
1120.8,54085.0039
1120.7,54200.0039
1120.6,55830.0039
1120.5,55755.0039
1120.4,57445.0039
1120.3,58200.0039
1120.2,58535.0039
1120.1,61445.0039
1120,61480.0039
1119.9,63965.0039
1119.8,65435.0039
1119.7,68925.0078
1119.6,72030.0078
1119.5,75725.0078
1119.4,80610.0078
1119.3,86355.0078
1119.2,91845.0078
1119.1,99465.0078
1119,106190.0078
1118.9,118390.0078
1118.8,127130.0078
1118.7,141030.0156
1118.6,153840.0156
1118.5,166745.0156
1118.4,182265.0156
1118.3,194445.0156
1118.2,208835.0156
1118.1,220175.0156
1118,229505.0156
1117.9,232860.0156
1117.8,235150.0156
1117.7,233520.0156
1117.6,229020.0156
1117.5,218665.0156
1117.4,208180.0156
1117.3,194750.0156
1117.2,178140.0156
1117.1,163145.0156
1117,147110.0156
1116.9,133025.0156
1116.8,120670.0078
1116.7,109260.0078
1116.6,98505.0078
1116.5,91620.0078
1116.4,83390.0078
1116.3,78785.0078
1116.2,72665.0078
1116.1,69445.0078
1116,67080.0078
1115.9,63435.0039
1115.8,62310.0039
1115.7,60490.0039
1115.6,58250.0039
1115.5,56125.0039
1115.4,56340.0039
1115.3,55280.0039
1115.2,53750.0039
1115.1,52850.0039
1115,53250.0039
1114.9,52675.0039
1114.8,51700.0039
1114.7,51395.0039
1114.6,51125.0039
1114.5,49855.0039
1114.4,49740.0039
1114.3,48925.0039
1114.2,49365.0039
1114.1,49215.0039
1114,49430.0039
1113.9,48940.0039
1113.8,47680.0039
1113.7,48195.0039
1113.6,48295.0039
1113.5,47545.0039
1113.4,47945.0039
1113.3,47495.0039
1113.2,47985.0039
1113.1,47220.0039
1113,46540.0039
1112.9,47040.0039
1112.8,46595.0039
1112.7,47015.0039
1112.6,47330.0039
1112.5,45995.0039
1112.4,46170.0039
1112.3,46350.0039
1112.2,46320.0039
1112.1,45160.0039
1112,46215.0039
1111.9,45795.0039
1111.8,45710.0039
1111.7,45720.0039
1111.6,46080.0039
1111.5,45745.0039
1111.4,45730.0039
1111.3,45430.0039
1111.2,44590.0039
1111.1,46345.0039
1111,45860.0039
1110.9,45265.0039
1110.8,45330.0039
1110.7,46095.0039
1110.6,44970.0039
1110.5,44835.0039
1110.4,45270.0039
1110.3,45155.0039
1110.2,46095.0039
1110.1,44750.0039
1110,45690.0039
